Name,ISIN,Symbol,Market,Currency,Turnover,MIC
FREEPORT-MCMORAN,US35671D8570,4FCX,EuroTLX,EUR,3297.60,ETLX
FRENDY ENERGY,IT0004819857,FRE,Euronext Growth Milan,EUR,706.32,EXGM
FRESENIUS,DE0005785604,4FRE,EuroTLX,EUR,6152.00,ETLX
FRESENIUS MED CARE,DE0005785802,4FME,EuroTLX,EUR,2873.20,ETLX
FREY,FR0010588079,FREY,Euronext Paris,EUR,5452.80,XPAR
FRONTLINE,CY0200352116,FRO,Oslo Børs,NOK,195637272.35,XOSL
FSDV,FR0000031973,FSDV,Euronext Paris,EUR,4025.00,XPAR
FUELCELL ENERGY,US35952H7008,4FEY2,EuroTLX,EUR,1408.68,ETLX
FUGRO,NL00150003E1,FUR,Euronext Amsterdam,EUR,4671448.28,XAMS
FUT.CLUBE PORTO,PTFCP0AM0008,FCP,Euronext Lisbon,EUR,11.60,XLIS
G.A.I.,FR0000053415,MLGAI,Euronext Access Paris,EUR,327.00,XMLI
G.M. LEATHER,IT0005498610,GML,Euronext Growth Milan,EUR,4600.00,EXGM
GABETTI,IT0005023038,GAB,Euronext Milan,EUR,11292.43,MTAA
GALAPAGOS,BE0003818359,4GLPG,EuroTLX,EUR,1171.00,ETLX
GALAPAGOS,BE0003818359,GLPG,"Euronext Amsterdam, Brussels",EUR,7237687.89,
GALEO,FR0011100759,MLGAL,Euronext Access Paris,EUR,105.04,XMLI
GALP ENERGIA-NOM,PTGAL0AM0009,GALP,Euronext Lisbon,EUR,32779886.40,XLIS
GAMBERO ROSSO,IT0005122392,GAMB,Euronext Growth Milan,EUR,5778.00,EXGM
GAROF HEALTH CARE,IT0005345233,GHC,Euronext Milan,EUR,56751.28,MTAA
GAS PLUS,IT0004098510,GSP,Euronext Milan,EUR,1301004.80,MTAA
GASCOGNE,FR0000124414,ALBI,Euronext Growth Paris,EUR,1568.00,ALXP
GAUMONT,FR0000034894,GAM,Euronext Paris,EUR,958.00,XPAR
GBL,BE0003797140,GBLB,Euronext Brussels,EUR,5295063.05,XBRU
GEA GRENOBL.ELECT.,FR0000053035,GEA,Euronext Paris,EUR,87.50,XPAR
GEA GROUP,DE0006602006,4G,EuroTLX,EUR,2089.50,ETLX
GECI INTL,FR001400M1R1,ALGEC,Euronext Growth Paris,EUR,3494.29,ALXP
GECINA,FR0010040865,GFC,Euronext Paris,EUR,13706073.00,XPAR
GEFRAN,IT0003203947,GE,Euronext Milan,EUR,71967.35,MTAA
GEL,IT0005312365,GEL,Euronext Growth Milan,EUR,4975.00,EXGM
GEN BELGE ARGENTIN,BE6303070104,-,Euronext Expert Market,EUR,18083.00,VPXB
GEN DIGITAL,US6687711084,4NLOK,EuroTLX,EUR,861.00,ETLX
GENERAL DYNAMICS,US3695501086,4GD,EuroTLX,EUR,37290.00,ETLX
GENERAL MOTORS,US37045V1008,4GM,EuroTLX,EUR,482.82,ETLX
GENERALFINANCE,IT0005144784,GF,Euronext Milan,EUR,52612.55,MTAA
GENERALI,IT0000062072,G,Euronext Milan,EUR,83585852895,MTAA
GENESIS,ES0105807004,MLGNS,Euronext Access Paris,EUR,-,XMLI
GENEURO,CH0308403085,GNRO,Euronext Paris,EUR,10713.2916,XPAR
GENFIT,FR0004163111,GNFT,Euronext Paris,EUR,1067919028,XPAR
GENOWAY,FR0004053510,ALGEN,Euronext Growth Paris,EUR,47560.29,ALXP
GENSIGHT BIOLOGICS,FR0013183985,SIGHT,Euronext Paris,EUR,66721.2622,XPAR
GENSIGHT BSA,FR0014010IB4,SIGBS,Euronext Growth Paris,EUR,-,ALXP
GENTIAN DIAGNOSTIC,NO0010748866,GENT,Oslo Børs,NOK,2272.20,XOSL
GENTILI MOSCONI,IT0005531261,GM,Euronext Growth Milan,EUR,5400.60,EXGM
GENTLEMENS EQUITY,PTGVE1AE0009,MLGEQ,Euronext Access Paris,EUR,2.70,XMLI
GENTOO MEDIA,US36467X2062,G2MNO,Oslo Børs,NOK,1668818.42,XOSL
GEOX,IT0003697080,GEO,Euronext Milan,EUR,306042742,MTAA
GETLINK SE,FR0010533075,GET,Euronext Paris,EUR,11836554.96,XPAR
GEVELOT,FR0000033888,ALGEV,Euronext Growth Paris,EUR,1495.00,ALXP
GIG,GG00BMB5XZ39,CABLE,Euronext Amsterdam,GBP,410.00,XAMS
GIGANTE SALMON,NO0011013765,GIGA,Euronext Growth Oslo,NOK,5701.80,MERK
GIGLIO GROUP,IT0005122400,GG,Euronext Milan,EUR,3773541,MTAA
GIGLIO.COM,IT0005453003,GCOM,Euronext Growth Milan,EUR,27204.00,EXGM
GILEAD SCIENCES,US3755581036,4GILD,EuroTLX,EUR,1907.20,ETLX
GIMV,BE0003699130,GIMB,Euronext Brussels,EUR,962722.25,XBRU
GIOCAMONDO STUDY,IT0005652489,GMS,Euronext Growth Milan,EUR,1680.00,EXGM
GISMONDI 1754,IT0005391138,GIS,Euronext Growth Milan,EUR,3320.00,EXGM
GJENSIDIGE FORSIKR,NO0010582521,GJF,Oslo Børs,NOK,57936602.20,XOSL
GL EVENTS,FR0000066672,GLO,Euronext Paris,EUR,199955.60,XPAR
GLANBIA PLC,IE0000669501,GL9,Euronext Dublin,EUR,3386587.42,XMSM
GLASS TO POWER,IT0005613739,MLGL,Euronext Access Paris,EUR,-,XMLI
GLENCORE,JE00B4T3BW64,4GLEN,EuroTLX,EUR,44722.98,ETLX
GLENVEAGH PROP.PLC,IE00BD6JX574,GVR,Euronext Dublin,EUR,1581349192,XMSM
GLINTT,PTPAD0AM0007,GLINT,Euronext Lisbon,EUR,60544.14,XLIS
GLOBAL BIOENERGIES,FR0011052257,ALGBE,Euronext Growth Paris,EUR,3776.4944,ALXP
GLOBAL PAYMENTS,US37940X1028,4GPN,EuroTLX,EUR,1041.60,ETLX
GLOBAL PIELAGO,ES0105537007,MLNDG,Euronext Access Paris,EUR,-,XMLI
GOLD BY GOLD,FR0011208693,ALGLD,Euronext Growth Paris,EUR,1908.28,ALXP
GOLDEN ENERGY OFF,NO0013228585,GEOS,Euronext Growth Oslo,NOK,5115.25,MERK
GOLDEN OCEAN GROUP,BMG396372051,GOGL,Oslo Børs,NOK,14990413.10,XOSL
GOLDMAN SACHS GR,US38141G1040,4GS,EuroTLX,EUR,524.70,ETLX
GOODTECH,NO0004913609,GOD,Oslo Børs,NOK,155399.82,XOSL
GOPRO - CLASSE A,US38268T1034,4GPRO,EuroTLX,EUR,26.50,ETLX
GOSSON KESSALES,BE0011395465,-,Euronext Expert Market,EUR,55.11,VPXB
GPE GROUP PIZZORNO,FR0010214064,GPE,Euronext Paris,EUR,26618.40,XPAR
GPI,IT0005221517,GPI,Euronext Milan,EUR,1334175.22,MTAA
GRAINES VOLTZ,FR0000065971,GRVO,Euronext Paris,EUR,3726.35,XPAR
GREAT WESTERN MIN.,IE000T78CHJ8,8GW,Euronext Growth Dublin,EUR,23.00,XMSM
GREEN MINERALS,NO0010907744,GEM,Euronext Growth Oslo,NOK,340577.63,MERK
GREEN OLEO,IT0005549768,GRN,Euronext Growth Milan,EUR,3547.50,EXGM
GREENCOAT REN.,IE00BF2NR112,GRP,Euronext Growth Dublin,EUR,1215479028,XMSM
GREENYARD,BE0003765790,GREEN,Euronext Brussels,EUR,65596.54,XBRU
GRIEG SEAFOOD,NO0010365521,GSF,Oslo Børs,NOK,37025927.45,XOSL
GRIFAL,IT0005332595,GRAL,Euronext Growth Milan,EUR,770.00,EXGM
Grifols,ES0171996087,4GRF,EuroTLX,EUR,2230.00,ETLX
GROLLEAU,FR0014005ZM5,ALGRO,Euronext Growth Paris,EUR,1510.34,ALXP
GRONG SPAREBANK,NO0010636491,GRONG,Euronext Growth Oslo,NOK,6232.00,MERK
GROTTES DE HAN,BE0057677594,-,Euronext Expert Market,EUR,7686.00,VPXB
GROUPE CARNIVOR,FR0000076960,MLGRC,Euronext Access Paris,EUR,2156.00,XMLI
GROUPE CRIT,FR0000036675,CEN,Euronext Paris,EUR,13235.40,XPAR
GROUPE ETPO,FR0000066219,INFE,Euronext Paris,EUR,1349.00,XPAR
GROUPE GUILLIN,FR0012819381,ALGIL,Euronext Growth Paris,EUR,32554.65,ALXP
GROUPE JAJ,FR0004010338,GJAJ,Euronext Paris,EUR,1.17,XPAR
GROUPE JOSI,BE0011606630,-,Euronext Expert Market,EUR,130312.00,VPXB
GROUPE LDLC,FR0000075442,ALLDL,Euronext Growth Paris,EUR,18028.10,ALXP
GROUPE OKWIND,FR0013439627,ALOKW,Euronext Growth Paris,EUR,2938.10,ALXP
GROUPE PARTOUCHE,FR0012612646,PARP,Euronext Paris,EUR,608.25,XPAR
GROUPE PLUS-VALUES,FR0010529719,MLPVG,Euronext Access Paris,EUR,200.00,XMLI
GROUPE SFPI,FR0004155000,SFPI,Euronext Paris,EUR,17169.58,XPAR
GROUPE TERA,FR0013429404,ALGTR,Euronext Growth Paris,EUR,11922.25,ALXP
GROUPIMO,FR0014000RP6,ALIMO,Euronext Growth Paris,EUR,1163.40,ALXP
GROWENS,IT0005040354,GROW,Euronext Growth Milan,EUR,69715.40,EXGM
GROWNERS,BE0003861789,-,Euronext Expert Market,EUR,8520.00,VPXB
GRUPO WHITENI,ES0105399002,MLGWH,Euronext Access Paris,EUR,1050.00,XMLI
GT TALENT GROUP,IT0005607699,GT,Euronext Growth Milan,EUR,6315.01,EXGM
GTT,FR0011726835,GTT,Euronext Paris,EUR,11278702.50,XPAR
GUERBET,FR0000032526,GBT,Euronext Paris,EUR,230100.25,XPAR
GUILLEMOT,FR0000066722,GUI,Euronext Paris,EUR,78018.47,XPAR
GVS,IT0005411209,GVS,Euronext Milan,EUR,565321.50,MTAA
GYLDENDAL,NO0004288200,GYL,Oslo Børs,NOK,1200.00,XOSL
H-FARM,IT0004674666,FARM,Euronext Growth Milan,EUR,8077.50,EXGM
HAFFNER ENERGY,FR0014007ND6,ALHAF,Euronext Growth Paris,EUR,16134.03875,ALXP
HAFFNER ENERGY BSA,FR001400Y4X9,HAFBS,Euronext Growth Paris,EUR,355.5455,ALXP
HAFNIA LIMITED,SGXZ53070850,HAFNI,Oslo Børs,NOK,25034583.28,XOSL
HAIKI+,IT0005628778,HIK,Euronext Growth Milan,EUR,194857607,EXGM
HAL TRUST,BMG455841020,HAL,Euronext Amsterdam,EUR,1438480.40,XAMS
HALLIBURTON,US4062161017,4HAL,EuroTLX,EUR,21965.50,ETLX
HAMILTON GLOBAL OP,GB00BMDXQ672,ALHGO,Euronext Growth Paris,EUR,43.20,ALXP
HAMMERSON PLC,GB00BRJQ8J25,HMSO,Euronext Dublin,GBP,18773.12,XMSM
HAPAG-LLOYD,DE000HLAG475,4HLAG,EuroTLX,EUR,5071.50,ETLX
HARLEY-DAVIDSON,US4128221086,4HOG,EuroTLX,EUR,1022.54,ETLX
HASBRO,US4180561072,4HAS,EuroTLX,EUR,293.31,ETLX
HAUGESUND SPB,NO0010764053,HGSB,Oslo Børs,NOK,2391.22,XOSL
HAULOTTE GROUP,FR0000066755,PIG,Euronext Paris,EUR,2889.95,XPAR
HAV GROUP,NO0010931918,HAV,Euronext Growth Oslo,NOK,101806.80,MERK
HAVAS,NL0015002AH0,HAVAS,Euronext Amsterdam,EUR,1561078.8565,XAMS
HAVILA KYSTRUTEN,NO0011045429,HKY,Euronext Growth Oslo,NOK,56246.32,MERK
HAVILA SHIPPING,NO0010257728,HAVI,Oslo Børs,NOK,77126.13,XOSL
HAWICK DATA NV,NL0010556726,HWK,Euronext Amsterdam,EUR,22625.40,XAMS
HCA-HEALTHCARE,US40412C1018,4HCA,EuroTLX,EUR,928.80,ETLX
HDF,FR0014003VY4,HDF,Euronext Paris,EUR,10711.33,XPAR
HEALTH ITALIA,IT0005585861,HI,Euronext Growth Milan,EUR,6251.00,EXGM
HEALTHCARE ACTIVOS,ES0105498002,MLHAY,Euronext Access Paris,EUR,-,XMLI
HECLA MINING,US4227041062,4HL,EuroTLX,EUR,2449.50,ETLX
HEIDELBERG MAT,DE0006047004,4HEI,EuroTLX,EUR,6051.00,ETLX
HEIJMANS KON,NL0009269109,HEIJM,Euronext Amsterdam,EUR,2148442225,XAMS
HEINEKEN,NL0000009165,4HEIA,EuroTLX,EUR,159.96,ETLX
HEINEKEN,NL0000009165,HEIA,Euronext Amsterdam,EUR,51467639.69,XAMS
HEINEKEN HOLDING,NL0000008977,HEIO,Euronext Amsterdam,EUR,10093201.75,XAMS
HELLOFRESH,DE000A161408,4HFG,EuroTLX,EUR,246.44,ETLX
HENKEL,DE0006048408,4HEN,EuroTLX,EUR,2046.40,ETLX
HENKEL VZ,DE0006048432,4HEN3,EuroTLX,EUR,6678.00,ETLX
HERA,IT0001250932,HER,Euronext Milan,EUR,13032852.58,MTAA
HERIGE,FR0000066540,ALHRG,Euronext Growth Paris,EUR,35145.70,ALXP
HERMANA HOLDING,NO0013401380,HERMA,Oslo Børs,NOK,82104.95,XOSL
HERMES INTERN,FR0000052292,4RMS,EuroTLX,EUR,11615.00,ETLX
HERMES INTL,FR0000052292,RMS,Euronext Paris,EUR,130406212.50,XPAR
HEWLETT PACKARD EN,US42824C1099,4HPE,EuroTLX,EUR,4362.00,ETLX
HEXAGON COMPOSITES,NO0003067902,HEX,Oslo Børs,NOK,30556664.94,XOSL
HEXAGON PURUS,NO0010904923,HPUR,Oslo Børs,NOK,783558362,XOSL
HEXAOM,FR0004159473,ALHEX,Euronext Growth Paris,EUR,48396.70,ALXP
HF COMPANY,FR0000038531,ALHF,Euronext Growth Paris,EUR,11940.68,ALXP
HHLA,DE000A0S8488,4HHFA,EuroTLX,EUR,520.20,ETLX
HIGH CO,FR0000054231,HCO,Euronext Paris,EUR,110107.23,XPAR
HIGH QUALITY FOOD,IT0005450694,HQF,Euronext Growth Milan,EUR,4245.00,EXGM
HILTON WORLDWIDE H,US43300A2033,4HLT,EuroTLX,EUR,208.30,ETLX
HIMALAYA SHIPPING,BMG4660A1036,HSHP,Oslo Børs,NOK,28932694.00,XOSL
HIPAY GROUP,FR0012821916,ALHYP,Euronext Growth Paris,EUR,41457.95,ALXP
HITECHPROS,FR0010396309,ALHIT,Euronext Growth Paris,EUR,19339.50,ALXP
HK,DE000A11Q133,MLHK,Euronext Access Paris,EUR,13026.00,XMLI
HOCHE BAINS L.BAIN,FR0000051302,MLHBB,Euronext Access Paris,EUR,7200.00,XMLI
HOCHTIEF,DE0006070006,4HOT,EuroTLX,EUR,544.50,ETLX
HOFFMANN,FR0013451044,ALHGR,Euronext Growth Paris,EUR,63002.46,ALXP
HOFSETH BIOCARE,NO0010598683,HBC,Oslo Børs,NOK,292852.84,XOSL
HOLLAND COLOURS,NL0000440311,HOLCO,Euronext Amsterdam,EUR,33671.00,XAMS
HOME CONCEPT,FR0012336691,MLHCF,Euronext Access Paris,EUR,164.00,XMLI
HOME DEPOT,US4370761029,4HD,EuroTLX,EUR,32393.00,ETLX
HOME INVEST BE.,BE0974409410,HOMI,Euronext Brussels,EUR,276844.99,XBRU
HOMIZY,IT0005468662,HZY,Euronext Growth Milan,EUR,46560.00,EXGM
HONEYWELL INTERN,US4385161066,4HON,EuroTLX,EUR,4103.50,ETLX
HOPENING,FR0010312181,MLHPE,Euronext Access Paris,EUR,255.75,XMLI
HOPIUM,FR0014000U63,ALHPI,Euronext Growth Paris,EUR,19510.5793,ALXP
HOPSCOTCH GROUPE,FR0000065278,ALHOP,Euronext Growth Paris,EUR,17165.70,ALXP
HORISONT ENERGI,NO0010917339,HRGI,Euronext Growth Oslo,NOK,133744555,MERK
HOSTELWORLD GROUP,GB00BYYN4225,HSW,Euronext Dublin,EUR,1600.00,XMSM
HOT.MAJESTIC CANNE,FR0006226791,MLHMC,Euronext Access Paris,EUR,5050.00,XMLI
HOTELES BESTPRICE,ES0105664009,MLHBP,Euronext Access Paris,EUR,80.40,XMLI
HOTELIM,FR0000053738,MLHOT,Euronext Access Paris,EUR,214.00,XMLI
HOTELS DE PARIS,FR0004165801,HDP,Euronext Paris,EUR,3705.24,XPAR
HOTL.IMMOB.NICE,FR0006563904,MLHIN,Euronext Access Paris,EUR,20240.00,XMLI
HP,US40434L1052,4HPQ,EuroTLX,EUR,812.00,ETLX
HUDDLESTOCK FINTEC,NO0010859648,HUDL,Euronext Growth Oslo,NOK,8683296,MERK
HUDDLY,NO0013470534,HDLY,Euronext Growth Oslo,NOK,21615.00,MERK
HUGO BOSS,DE000A1PHFF7,4BOSS,EuroTLX,EUR,2424.74,ETLX
HUNTER GROUP,NO0012953720,HUNT,Euronext Expand Oslo,NOK,777601038,XOAS
HUNTINGTON BANCSH,US4461501045,4HU3,EuroTLX,EUR,506.64,ETLX
HUNYVERS,FR0014007LQ2,ALHUN,Euronext Growth Paris,EUR,448.90,ALXP
HYBRID SOFTWARE GR,GB00BYN5BY03,HYSG,Euronext Brussels,EUR,688.00,XBRU
HYDRATEC,NL0009391242,HYDRA,Euronext Amsterdam,EUR,1640.00,XAMS
HYDRAULIQUE PB,FR0000064735,MLHYD,Euronext Access Paris,EUR,740.00,XMLI
HYDRO-EXPLOIT.,FR0005843125,MLHYE,Euronext Access Paris,EUR,1284.00,XMLI
HYDROGEN REFUELING,FR0014001PM5,ALHRS,Euronext Growth Paris,EUR,32121195,ALXP
HYDROGENPRO,NO0010892359,HYPRO,Oslo Børs,NOK,148941075,XOSL
HYLORIS,BE0974363955,HYL,Euronext Brussels,EUR,11116.94,XBRU
HYNION,NO0010920945,HYN,Euronext Growth Oslo,NOK,604794.8255,MERK
HÖEGH AUTOLINERS,NO0011082075,HAUTO,Oslo Børs,NOK,118077618.90,XOSL
HØLAND OG SETSKOG,NO0010012636,HSPG,Oslo Børs,NOK,1014.00,XOSL
I GRANDI VIAGGI,IT0005108219,IGV,Euronext Milan,EUR,438414.42,MTAA
I.CO.P.,IT0001214433,ICOP,Euronext Growth Milan,EUR,423037.50,EXGM
I.M.D.,IT0005549255,IMD,Euronext Growth Milan,EUR,1050.00,EXGM
I2S,FR0005854700,ALI2S,Euronext Growth Paris,EUR,6.95,ALXP
IANTE INVESTMENTS,ES0105479002,MLINT,Euronext Access Paris,EUR,3234.00,XMLI
IBA,BE0003766806,IBAB,Euronext Brussels,EUR,65714.34,XBRU
IBERDROLA,ES0144580Y14,4IBE,EuroTLX,EUR,609.20,ETLX
IBERSOL,SGPS,PTIBS0AM0008,IBS,Euronext Lisbon,14347,
IBM,US4592001014,4IBM,EuroTLX,EUR,3761.25,ETLX
ICADE,FR0000035081,ICAD,Euronext Paris,EUR,2931164.20,XPAR
ICAPE HOLDING,FR001400A3Q3,ALICA,Euronext Growth Paris,EUR,1648.42,ALXP
ICELANDIC SALMON,NO0010724701,ISLAX,Euronext Growth Oslo,NOK,6472.20,MERK
ID LOGISTICS GROUP,FR0010929125,IDL,Euronext Paris,EUR,1419043.00,XPAR
IDEX BIOMETRICS,NO0013536078,IDEX,Oslo Børs,NOK,154760.4645,XOSL
IDI,FR0000051393,IDIP,Euronext Paris,EUR,10974.60,XPAR
IDNTT,CH1118852594,IDNTT,Euronext Growth Milan,EUR,5040.00,EXGM
IDS,FR0000079691,MLIDS,Euronext Access Paris,EUR,492.00,XMLI
IEP INVEST,BE0003748622,IEP,Euronext Brussels,EUR,16027.20,XBRU
IGD,IT0005322612,IGD,Euronext Milan,EUR,730104955,MTAA
IGIS NEPTUNE,ES0105551008,MLABC,Euronext Access Paris,EUR,-,XMLI
IKONISYS,FR00140048X2,ALIKO,Euronext Growth Paris,EUR,781.28,ALXP
IL SOLE 24 ORE,IT0005283111,S24,Euronext Milan,EUR,541.43,MTAA
ILLA,IT0005578395,ILLA,Euronext Growth Milan,EUR,10226.00,EXGM
ILLIMITY BANK,IT0005359192,ILTY,Euronext Milan,EUR,604345068,MTAA
ILLUMINA,US4523271090,4ILMN,EuroTLX,EUR,1113.50,ETLX
ILPRA,IT0005359101,ILP,Euronext Growth Milan,EUR,40110.00,EXGM
IMALLIANCE,FR0010086371,MLIML,Euronext Access Paris,EUR,116.00,XMLI
IMBAKIN HOLDING,BE6264882406,-,Euronext Expert Market,EUR,31.20,VPXB
IMCD,NL0010801007,IMCD,Euronext Amsterdam,EUR,18853213.30,XAMS
IMEON ENERGY,FR001400QW73,MLIME,Euronext Access Paris,EUR,-,XMLI
IMERYS,FR0000120859,NK,Euronext Paris,EUR,892509.90,XPAR
IMM.PARIS.PERLE,FR0006859039,MLIPP,Euronext Access Paris,EUR,55.50,XMLI
IMMAGRIFOR,BE0020932779,-,Euronext Expert Market,EUR,613800.00,VPXB
IMMERSION,FR0013060100,ALIMR,Euronext Growth Paris,EUR,217.50,ALXP
IMMO MCC,BE0974287196,MCC,Euronext Brussels,EUR,5520.00,XBRU
IMMO MOURY,BE0003893139,IMMOU,Euronext Brussels,EUR,1458.00,XBRU
IMMOB.DASSAULT,FR0000033243,IMDA,Euronext Paris,EUR,7797.20,XPAR
IMMOBEL,BE0003599108,IMMO,Euronext Brussels,EUR,104454.10,XBRU
IMMSI,IT0001413837,IMS,Euronext Milan,EUR,409515.4265,MTAA
IMOB.C GRAO PARA,PTGPA0AP0007,GPA,Euronext Lisbon,EUR,40.50,XLIS
IMPIANTI,IT0005518953,MPT,Euronext Growth Milan,EUR,10305.00,EXGM
IMPLANET,FR0013470168,ALIMP,Euronext Growth Paris,EUR,75607274,ALXP
IMPRESA,SGPS,PTIPR0AM0000,IPR,Euronext Lisbon,384521,
IMPRIMERIE CHIRAT,FR0000065773,MLIMP,Euronext Access Paris,EUR,5.20,XMLI
IMPULSE FITNESS,ES0105590006,MLIFS,Euronext Access Paris,EUR,154.00,XMLI
INCLUSIO SA/NV,BE0974374069,INCLU,Euronext Brussels,EUR,19330.65,XBRU
INCYTE,US45337C1027,4INCY,EuroTLX,EUR,139.32,ETLX
IND CHIMICHE FORES,IT0005416281,ICF,Euronext Growth Milan,EUR,81931.20,EXGM
INDEL B,IT0005245508,INDB,Euronext Milan,EUR,180240.10,MTAA
INDITEX,ES0148396007,4ITX,EuroTLX,EUR,252.90,ETLX
INDUCT,NO0010536048,INDCT,Euronext Growth Oslo,NOK,753870.06,MERK
INDUS HOLDING,DE0006200108,4INH,EuroTLX,EUR,515.90,ETLX
INDUSTRIE DE NORA,IT0005186371,DNR,Euronext Milan,EUR,1446440225,MTAA
INFINEON TECHNOLOG,DE0006231004,4IFX,EuroTLX,EUR,22128.00,ETLX
INFOCLIP,FR0011158823,MLIFC,Euronext Access Paris,EUR,168.00,XMLI
INFOTEL,FR0000071797,INF,Euronext Paris,EUR,386249.70,XPAR
INFRABEL,BE6265912038,-,Euronext Expert Market,EUR,538.35,VPXB
ING GROEP,NL0011821202,4INGA,EuroTLX,EUR,629.57,ETLX
ING GROEP N.V.,NL0011821202,INGA,"Euronext Amsterdam, Brussels",EUR,186476448156,
INIFY LABORATORIES,SE0017486103,INIFY,Euronext Growth Oslo,NOK,40033.80,MERK
ININ GROUP,NO0010864036,ININ,Euronext Growth Oslo,NOK,41373.15,MERK
INIZIAT BRESCIANE,IT0005037905,IB,Euronext Growth Milan,EUR,6177.30,EXGM
INMARK,ES0105511002,MLINM,Euronext Access Paris,EUR,-,XMLI
INMOSUPA,ES0105473005,MLISP,Euronext Access Paris,EUR,-,XMLI
INNATE PHARMA,FR0010331421,4IPH,EuroTLX,EUR,258.52,ETLX
INNATE PHARMA,FR0010331421,IPH,Euronext Paris,EUR,467475438,XPAR
INNELEC MULTIMEDIA,FR0000064297,ALINN,Euronext Growth Paris,EUR,990.65,ALXP
INNOVATEC,IT0005412298,INC,Euronext Growth Milan,EUR,1300600.96,EXGM
INNOVATIVE RFK SPA,IT0005391161,MLIRF,Euronext Access Paris,EUR,3903.45,XMLI
INPOST,LU2290522684,INPST,Euronext Amsterdam,EUR,6108409015,XAMS
INSTABANK,NO0010762792,INSTA,Euronext Growth Oslo,NOK,173281.71,MERK
INSTALLUX,FR0000060451,ALLUX,Euronext Growth Paris,EUR,5304.00,ALXP
INTEGRAGEN,FR0010908723,ALINT,Euronext Growth Paris,EUR,15409454,ALXP
INTEGRATED WIND SO,NO0013461350,IWS,Oslo Børs,NOK,319384.09,XOSL
INTEGRITAS VIAGER,FR0014003FN0,MLVIE,Euronext Access Paris,EUR,230.00,XMLI
INTEL,US4581401001,4INTC,EuroTLX,EUR,2042.25,ETLX
INTERCOS,IT0005455875,ICOS,Euronext Milan,EUR,800608.44,MTAA
INTERNAT CARE COMP,IT0005469371,ICC,Euronext Growth Milan,EUR,795.00,EXGM
INTERNATIONAL C A,ES0177542018,4IAG,EuroTLX,EUR,14396.40,ETLX
INTEROIL EXPL PROD,NO0013119255,IOX,Oslo Børs,NOK,11502.40,XOSL
INTERPARFUMS,FR0004024222,ITP,Euronext Paris,EUR,1922961.96,XPAR
INTERPUMP GROUP,IT0001078911,IP,Euronext Milan,EUR,15378293.12,MTAA
INTESA SANPAOLO,IT0000072618,ISP,Euronext Milan,EUR,294316918584,MTAA
INTEXA,FR0000064958,ITXT,Euronext Paris,EUR,1939.60,XPAR
INTRASENSE,FR0011179886,ALINS,Euronext Growth Paris,EUR,12860045,ALXP
INTRED,IT0005337818,ITD,Euronext Growth Milan,EUR,26287.96,EXGM
INTUIT,US4612021034,4INTU,EuroTLX,EUR,122400.00,ETLX
INTUITIVE SURGICAL,US46120E6023,4ISRG,EuroTLX,EUR,437.00,ETLX
INVENTIVA,FR0013233012,IVA,Euronext Paris,EUR,461245.18,XPAR
INVESTOR AB CLASS,SE0015811963,4INVEB,EuroTLX,EUR,12400.00,ETLX
INVIBES ADVERTSING,BE0974299316,ALINV,Euronext Growth Paris,EUR,22556255,ALXP
INWIT,IT0005090300,INW,Euronext Milan,EUR,8140766.33,MTAA
IPOSA PROPERTIES,ES0105417002,MLIPO,Euronext Access Paris,EUR,-,XMLI
IPSEN,FR0010259150,IPN,Euronext Paris,EUR,7608820.70,XPAR
IPSOS,FR0000073298,IPS,Euronext Paris,EUR,3010820.06,XPAR
IRCE,IT0001077780,IRC,Euronext Milan,EUR,4869195,MTAA
IREN,IT0003027817,IRE,Euronext Milan,EUR,3583186196,MTAA
IRISH CONT. GP.,IE00BLP58571,IR5B,Euronext Dublin,EUR,329232.58,XMSM
IRISH RES. PROP.,IE00BJ34P519,IRES,Euronext Dublin,EUR,234250664,XMSM
IROBOT,US4627261005,4IRBT,EuroTLX,EUR,1015.00,ETLX
ISCC FINTECH,IT0005474108,ISC,Euronext Growth Milan,EUR,4144.00,EXGM
ISPD,ES0109429037,ALISP,Euronext Growth Paris,EUR,655.50,ALXP
IT LINK,FR0000072597,ALITL,Euronext Growth Paris,EUR,1723.30,ALXP
IT WAY,IT0003057624,ITW,Euronext Milan,EUR,15339145,MTAA
ITALGAS,IT0005211237,IG,Euronext Milan,EUR,22976441.76,MTAA
ITALIAN EXHIBITION,IT0003411417,IEG,Euronext Milan,EUR,52759.46,MTAA
ITALIAN WINE BRAND,IT0005075764,IWB,Euronext Growth Milan,EUR,235817.30,EXGM
ITALMOBILIARE,IT0005253205,ITM,Euronext Milan,EUR,502806.45,MTAA
ITALY INNOVAZIONI,IT0005336521,MLITN,Euronext Access Paris,EUR,380.60,XMLI
ITERA,NO0010001118,ITERA,Oslo Børs,NOK,475404.28,XOSL
IVECO GROUP,NL0015000LU4,IVG,Euronext Milan,EUR,187912204.87,MTAA
IVISION TECH,IT0005554784,IVN,Euronext Growth Milan,EUR,3375.00,EXGM
J.MARTINS,SGPS,PTJMT0AE0001,JMT,Euronext Lisbon,628783,
J.MARTINS,SGPS,PTJMT0AE0001,2JMT,Trading After Hours,-,
J.P. MORGAN CHASE,US46625H1005,4JPM,EuroTLX,EUR,1011.40,ETLX
JACQUES BOGART,FR0012872141,JBOG,Euronext Paris,EUR,8995.16,XPAR
